"DRG.Definition","Provider.Id","Provider.Name","Provider.Street.Address","Provider.City","Provider.State","Provider.Zip.Code","Hospital.Referral.Region..HRR..Description","Total.Discharges","Average.Covered.Charges","Average.Total.Payments","Average.Medicare.Payments","DRG.Code","Comb.DRG","MORT","READM","Lat","Long"
"107","291 - HEART FAILURE & SHOCK W MCC","330241","UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER","750 EAST ADAMS STREET","SYRACUSE","NY","13210","NY - Syracuse","84","40146.35714","14386.20238","12401.27381","291","HF","11.1","25.0","43.042676","-76.139247"
"108","291 - HEART FAILURE & SHOCK W MCC","330245","ST ELIZABETH MEDICAL CENTER","2209 GENESEE STREET","UTICA","NY","13501","NY - Elmira","84","30620.80952","10059.34524","8668.154762","291","HF","13.0","21.6","43.083646","-75.267158"
"109","291 - HEART FAILURE & SHOCK W MCC","330246","ST CHARLES HOSPITAL","200 BELLE TERRE ROAD","PORT JEFFERSON","NY","11777","NY - East Long Island","20","83695.1","13451.15","12393.7","291","HF","10.7","22.4","40.947392","-73.059832"
"110","291 - HEART FAILURE & SHOCK W MCC","330250","CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR","75 BEEKMAN STREET","PLATTSBURGH","NY","12901","VT - Burlington","60","37315.81667","12711.68333","11765.56667","291","HF","10.7","23.1","44.700122","-73.466647"
"111","291 - HEART FAILURE & SHOCK W MCC","330259","MERCY MEDICAL CENTER","1000 NORTH VILLAGE AVENUE","ROCKVILLE CENTR","NY","11570","NY - East Long Island","47","59571.25532","11979.31915","10635.42553","291","HF","11.7","22.6","40.688191","-73.633236"
"112","291 - HEART FAILURE & SHOCK W MCC","330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","SLEEPY HOLLOW","NY","10591","NY - White Plains","44","44405.31818","13780.95455","11444.31818","291","HF","13.3","23.8","41.107555","-73.859639"
"113","291 - HEART FAILURE & SHOCK W MCC","330264","ST LUKE'S CORNWALL HOSPITAL","70 DUBOIS STREET","NEWBURGH","NY","12550","NY - White Plains","134","53892.20149","11423.67164","10469.0597","291","HF","11.1","21.7","41.50375","-74.015175"
"114","291 - HEART FAILURE & SHOCK W MCC","330267","HUDSON VALLEY HOSPITAL CENTER","1980 CROMPOND ROAD","CORTLANDT MANOR","NY","10567","NY - White Plains","130","51298.82308","10857.76154","10236.96154","291","HF","10.8","23.2","41.291457","-73.893601"
"115","291 - HEART FAILURE & SHOCK W MCC","330273","PUTNAM HOSPITAL CENTER","670 STONELEIGH AVENUE","CARMEL","NY","10512","CT - New Haven","64","32692","9966.890625","9190.890625","291","HF","11.3","23.3","41.384844","-73.664475"
"116","291 - HEART FAILURE & SHOCK W MCC","330276","NATHAN LITTAUER HOSPITAL","99 EAST STATE STREET","GLOVERSVILLE","NY","12078","NY - Albany","12","30985.75","9609.833333","8703.166667","291","HF","12.9","23.4","43.068029","-74.330817"
"117","291 - HEART FAILURE & SHOCK W MCC","330285","STRONG MEMORIAL HOSPITAL","601 ELMWOOD AVE","ROCHESTER","NY","14642","NY - Rochester","79","29163.01266","17918.91139","13087.53165","291","HF","10.4","21.0","43.124394","-77.623692"
"118","291 - HEART FAILURE & SHOCK W MCC","330286","GOOD SAMARITAN HOSPITAL MEDICAL CENTER","1000 MONTAUK HIGHWAY","WEST ISLIP","NY","11795","NY - East Long Island","101","67285.80198","12712.16832","10726.83168","291","HF","10.3","23.7","40.696807","-73.286321"
"119","291 - HEART FAILURE & SHOCK W MCC","330304","WHITE PLAINS HOSPITAL CENTER","41 EAST POST R0AD","WHITE PLAINS","NY","10601","NY - White Plains","116","30696.40517","10831.78448","9619.318966","291","HF","11.2","23.0","41.026334","-73.769695"
"120","291 - HEART FAILURE & SHOCK W MCC","330306","LUTHERAN MEDICAL CENTER","150 55TH STREET","BROOKLYN","NY","11220","NY - Manhattan","88","52891.78409","20779.45455","18081.03409","291","HF","10.8","25.5","40.647142","-74.02123"
"121","291 - HEART FAILURE & SHOCK W MCC","330307","CAYUGA MEDICAL CENTER AT ITHACA","101 DATES DRIVE","ITHACA","NY","14850","NY - Rochester","24","11697","8219.125","7412.458333","291","HF","15.4","21.1","42.467092","-76.538811"
"122","291 - HEART FAILURE & SHOCK W MCC","330331","PLAINVIEW HOSPITAL","888 OLD COUNTRY ROAD","PLAINVIEW","NY","11803","NY - East Long Island","82","43469.97561","11969.70732","10255.31707","291","HF","10.4","22.0","40.774382","-73.478429"
"123","291 - HEART FAILURE & SHOCK W MCC","330332","ST JOSEPH HOSPITAL","4295 HEMPSTEAD TURNPIKE","BETHPAGE","NY","11714","NY - East Long Island","73","44505.65753","10356.0137","9719.657534","291","HF","11.0","20.5","40.725795","-73.478755"
"124","291 - HEART FAILURE & SHOCK W MCC","330340","SOUTHAMPTON HOSPITAL","240 MEETING HOUSE LANE","SOUTHAMPTON","NY","11968","NY - East Long Island","51","30127.45098","13968.98039","12363.01961","291","HF","12.6","23.1","40.885734","-72.380983"
"125","291 - HEART FAILURE & SHOCK W MCC","330350","UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE )","445 LENOX ROAD","BROOKLYN","NY","11203","NY - Manhattan","49","37074.30612","21734.63265","18626.65306","291","HF","10.1","26.8","40.654457","-73.94516"
"126","291 - HEART FAILURE & SHOCK W MCC","330353","FOREST HILLS HOSPITAL","102 - 01 66TH ROAD","FOREST HILLS","NY","11375","NY - East Long Island","66","48277.59091","15139.59091","13962.87879","291","HF","13.8","24.6","40.72861","-73.8513"
"127","291 - HEART FAILURE & SHOCK W MCC","330372","FRANKLIN HOSPITAL","900 FRANKLIN AVENUE","VALLEY STREAM","NY","11580","NY - East Long Island","42","36402.33333","11590.45238","10767.97619","291","HF","13.9","22.7","40.681674","-73.68572"
"128","291 - HEART FAILURE & SHOCK W MCC","330385","NORTH CENTRAL BRONX HOSPITAL","3424 KOSSUTH AVENUE & 210TH STREET","BRONX","NY","10467","NY - Bronx","11","38849.72727","24452.63636","22338.27273","291","HF","11.4","22.2","40.880054","-73.881403"
"129","291 - HEART FAILURE & SHOCK W MCC","330386","CATSKILL REGIONAL MEDICAL CENTER","68 HARRIS BUSHVILLE ROAD","HARRIS","NY","12742","NY - Albany","40","32616.7","10786.375","10176.375","291","HF","11.0","24.3",NA,NA
"130","291 - HEART FAILURE & SHOCK W MCC","330393","UNIVERSITY HOSPITAL ( STONY BROOK )","HEALTH SCIENCES CENTER SUNY","STONY BROOK","NY","11794","NY - East Long Island","163","58523.88344","16876.01227","13963.8589","291","HF","10.3","23.7",NA,NA
"131","291 - HEART FAILURE & SHOCK W MCC","330394","UNITED HEALTH SERVICES HOSPITALS, INC","33-57 HARRISON STREET","JOHNSON CITY","NY","13790","NY - Binghamton","110","25542.40909","10060.9","9002.918182","291","HF","14.5","22.9","42.088097","-75.914166"
"132","291 - HEART FAILURE & SHOCK W MCC","330395","ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE","327 BEACH 19TH STREET","FAR ROCKAWAY","NY","11691","NY - East Long Island","40","38839.525","20461.475","16790.425","291","HF","13.1","24.8","40.598675","-73.75268"
"133","291 - HEART FAILURE & SHOCK W MCC","330396","WOODHULL MEDICAL AND MENTAL HEALTH CENTER","760 BROADWAY","BROOKLYN","NY","11206","NY - Manhattan","19","39385.05263","25470.47368","23291.10526","291","HF","12.3","23.9","40.700512","-73.941557"
"134","291 - HEART FAILURE & SHOCK W MCC","330397","INTERFAITH MEDICAL CENTER","1545 ATLANTIC AVENUE","BROOKLYN","NY","11213","NY - Manhattan","21","34480.33333","22035.09524","19590.19048","291","HF","10.5","24.7","40.677866","-73.937154"
"135","291 - HEART FAILURE & SHOCK W MCC","330399","ST BARNABAS HOSPITAL","4422 THIRD AVENUE","BRONX","NY","10457","NY - Bronx","29","40751.37931","24467.82759","21301.65517","291","HF","9.9","23.0","40.85277","-73.892168"
"136","291 - HEART FAILURE & SHOCK W MCC","330401","ST CATHERINE OF SIENA HOSPITAL","50 ROUTE 25A","SMITHTOWN","NY","11787","NY - East Long Island","82","79166.2561","11736.13415","9098.378049","291","HF","10.4","24.7","40.858303","-73.18609"
"137","292 - HEART FAILURE & SHOCK W CC","330003","ALBANY MEMORIAL HOSPITAL","600 NORTHERN BOULEVARD","ALBANY","NY","12204","NY - Albany","35","14139.22857","5412.142857","4050.942857","292","HF","14.2","21.0","42.673539","-73.750281"
"138","292 - HEART FAILURE & SHOCK W CC","330004","HEALTHALLIANCE HOSPITAL BROADWAY CAMPUS","396 BROADWAY","KINGSTON","NY","12401","NY - Albany","121","25923.47107","6607.041322","5631.950413","292","HF","12.8","23.8","41.92651","-73.995902"
"139","292 - HEART FAILURE & SHOCK W CC","330005","KALEIDA HEALTH","726 EXCHANGE STREET, SUITE 522","BUFFALO","NY","14210","NY - Buffalo","177","15529.89266","9223.333333","7573.355932","292","HF","12.2","20.8","42.87459","-78.850067"
"140","292 - HEART FAILURE & SHOCK W CC","330006","ST JOSEPH'S MEDICAL CENTER","127 SOUTH BROADWAY","YONKERS","NY","10701","NY - White Plains","41","15230.7561","10456.43902","9396.853659","292","HF","11.6","22.8","40.929614","-73.897003"
"141","292 - HEART FAILURE & SHOCK W CC","330009","BRONX-LEBANON HOSPITAL CENTER","1276 FULTON AVENUE","BRONX","NY","10456","NY - Bronx","61","15011.93443","20242.08197","18506.98361","292","HF","10.4","26.1","40.83175","-73.903756"
"142","292 - HEART FAILURE & SHOCK W CC","330011","OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC","169 RIVERSIDE DRIVE","BINGHAMTON","NY","13905","NY - Binghamton","84","9419.404762","5833.464286","5144.25","292","HF","13.2","22.6","42.09264","-75.935558"
"143","292 - HEART FAILURE & SHOCK W CC","330013","ALBANY MEDICAL CENTER HOSPITAL","43 NEW SCOTLAND AVENUE","ALBANY","NY","12208","NY - Albany","87","40133.18391","9860.83908","7661.977011","292","HF","10.3","23.7","42.653254","-73.77386"
"144","292 - HEART FAILURE & SHOCK W CC","330014","JAMAICA HOSPITAL MEDICAL CENTER","89TH AVENUE AND VAN WYCK EXPRESSWAY","JAMAICA","NY","11418","NY - East Long Island","62","20029.29032","14202.62903","12350.06452","292","HF","13.3","26.0","40.701412","-73.816302"
"145","292 - HEART FAILURE & SHOCK W CC","330019","NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.","2525 KINGS HIGHWAY","BROOKLYN","NY","11229","NY - Manhattan","100","26537.85","9292.23","8341.65","292","HF","7.7","23.6","40.613783","-73.948321"
"146","292 - HEART FAILURE & SHOCK W CC","330023","VASSAR BROTHERS MEDICAL CENTER","45 READE PLACE","POUGHKEEPSIE","NY","12601","NY - Albany","129","33186.90698","7512.294574","6675.953488","292","HF","13.6","22.5","41.694567","-73.935723"
"147","292 - HEART FAILURE & SHOCK W CC","330024","MOUNT SINAI HOSPITAL","ONE GUSTAVE L LEVY PLACE","NEW YORK","NY","10029","NY - Manhattan","198","30222.46465","12614.73737","10229.61111","292","HF","9.8","23.4",NA,NA
"148","292 - HEART FAILURE & SHOCK W CC","330027","NASSAU UNIVERSITY MEDICAL CENTER","2201 HEMPSTEAD TURNPIKE","EAST MEADOW","NY","11554","NY - East Long Island","34","39282","15486.58824","13205.88235","292","HF","12.3","24.9","40.725302","-73.552691"
"149","292 - HEART FAILURE & SHOCK W CC","330028","RICHMOND UNIVERSITY MEDICAL CENTER","355 BARD AVENUE","STATEN ISLAND","NY","10304","NY - Manhattan","32","33007.8125","12096.53125","10773.59375","292","HF","12.2","23.1","40.63551","-74.106693"
"150","292 - HEART FAILURE & SHOCK W CC","330030","NEWARK-WAYNE COMMUNITY HOSPITAL","111 DRIVING PARK AVENUE","NEWARK","NY","14513","NY - Rochester","48","12945.72917","5870.604167","5445.270833","292","HF","11.5","26.4","43.060825","-77.099731"
"151","292 - HEART FAILURE & SHOCK W CC","330033","CHENANGO MEMORIAL HOSPITAL, INC","179 NORTH BROAD STREET","NORWICH","NY","13815","NY - Binghamton","31","15719.87097","7303.419355","6565.354839","292","HF","12.8","22.3","42.541885","-75.524709"
"152","292 - HEART FAILURE & SHOCK W CC","330043","SOUTHSIDE HOSPITAL","301 EAST MAIN STREET","BAY SHORE","NY","11706","NY - East Long Island","99","38763.0101","8764.131313","7515.333333","292","HF","13.8","22.1","40.724858","-73.240889"
"153","292 - HEART FAILURE & SHOCK W CC","330044","FAXTON-ST LUKE'S HEALTHCARE","1656 CHAMPLIN AVENUE","UTICA","NY","13503","NY - Elmira","90","17878.21111","6189","5252.977778","292","HF","13.8","24.4",NA,NA
"154","292 - HEART FAILURE & SHOCK W CC","330045","HUNTINGTON HOSPITAL","270 PARK AVENUE","HUNTINGTON","NY","11743","NY - East Long Island","151","32163.01987","6859.622517","5886.245033","292","HF","12.4","22.2","40.879201","-73.417488"
"155","292 - HEART FAILURE & SHOCK W CC","330046","ST LUKE'S ROOSEVELT HOSPITAL","1111 AMSTERDAM AVENUE","NEW YORK","NY","10025","NY - Manhattan","99","39915.71717","12774.46465","10687.25253","292","HF","9.3","23.6","40.770129","-73.987846"
"156","292 - HEART FAILURE & SHOCK W CC","330047","ST MARY'S HOSPITAL AT AMSTERDAM","427 GUY PARK AVENUE","AMSTERDAM","NY","12010","NY - Albany","59","19459.72881","6182.389831","5258.59322","292","HF","14.5","21.0","42.953648","-74.216041"
"157","292 - HEART FAILURE & SHOCK W CC","330049","NORTHERN DUTCHESS HOSPITAL","6511 SPRINGBROOK AVENUE","RHINEBECK","NY","12572","NY - Albany","30","22423.26667","6721.2","5999.066667","292","HF","14.1","22.3","41.933823","-73.912744"
"158","292 - HEART FAILURE & SHOCK W CC","330053","MEDINA MEMORIAL HOSPITAL","200 OHIO STREET","MEDINA","NY","14103","NY - Buffalo","18","9545.055556","6550.388889","5615.277778","292","HF",NA,NA,NA,NA
"159","292 - HEART FAILURE & SHOCK W CC","330055","NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","56-45 MAIN STREET","FLUSHING","NY","11355","NY - East Long Island","141","31405.43262","10684.58865","9301.489362","292","HF","12.5","24.8","40.747529","-73.826102"
"160","292 - HEART FAILURE & SHOCK W CC","330056","BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","121 DEKALB AVENUE","BROOKLYN","NY","11201","NY - Manhattan","53","33823.86792","16029.18868","13124.92453","292","HF","11.5","26.3","40.689785","-73.9774"
"161","292 - HEART FAILURE & SHOCK W CC","330057","ST PETER'S HOSPITAL","315 SOUTH MANNING BOULEVARD","ALBANY","NY","12208","NY - Albany","137","25501.37226","6599.80292","5615.781022","292","HF","11.5","21.5","42.656808","-73.804578"
"162","292 - HEART FAILURE & SHOCK W CC","330058","GENEVA GENERAL HOSPITAL","196 -198 NORTH STREET","GENEVA","NY","14456","NY - Rochester","25","14643.8","6111.88","5215.08","292","HF","11.9","24.1","42.875702","-76.988003"
"163","292 - HEART FAILURE & SHOCK W CC","330059","MONTEFIORE MEDICAL CENTER","111 EAST 210TH STREET","BRONX","NY","10467","NY - Bronx","377","60004.24934","14524.13793","12198.71353","292","HF","9.1","24.0","40.879777","-73.879975"
"164","292 - HEART FAILURE & SHOCK W CC","330061","LAWRENCE HOSPITAL CENTER","55 PALMER AVENUE","BRONXVILLE","NY","10708","NY - White Plains","92","31010.16304","7796.641304","5830.380435","292","HF","10.6","26.4","40.941585","-73.836593"
"165","292 - HEART FAILURE & SHOCK W CC","330065","NIAGARA FALLS MEMORIAL MEDICAL CENTER","621 TENTH STREET","NIAGARA FALLS","NY","14302","NY - Buffalo","19","11766.78947","8611.052632","7912.473684","292","HF","13.0","22.3","43.09408","-79.05048"
"166","292 - HEART FAILURE & SHOCK W CC","330067","ST FRANCIS HOSPITAL","241 NORTH ROAD","POUGHKEEPSIE","NY","12601","NY - Albany","15","40489.66667","8603.933333","7641.8","292","HF",NA,NA,NA,NA
"167","292 - HEART FAILURE & SHOCK W CC","330073","UNITED MEMORIAL MEDICAL CENTER","127 NORTH STREET","BATAVIA","NY","14020","NY - Buffalo","40","13513.2","6939.3","6295.8","292","HF","11.9","25.7","43.003913","-78.177006"
"168","292 - HEART FAILURE & SHOCK W CC","330074","F F THOMPSON HOSPITAL","350 PARRISH STREET","CANANDAIGUA","NY","14424","NY - Rochester","37","10510.35135","5574.648649","4727.081081","292","HF","12.5","23.8","42.874946","-77.289875"
"169","292 - HEART FAILURE & SHOCK W CC","330078","SISTERS OF CHARITY HOSPITAL","2157 MAIN STREET","BUFFALO","NY","14214","NY - Buffalo","77","19809.66234","7952.948052","6812.480519","292","HF","12.6","23.1","42.92917","-78.849916"
"170","292 - HEART FAILURE & SHOCK W CC","330079","ADIRONDACK MEDICAL CENTER","2233 STATE ROUTE 86","SARANAC LAKE","NY","12983","VT - Burlington","18","16110.83333","6823.166667","6288.055556","292","HF","13.2","23.7","44.345789","-74.144635"
"171","292 - HEART FAILURE & SHOCK W CC","330080","LINCOLN MEDICAL & MENTAL HEALTH CENTER","234 EAST 149TH STREET","BRONX","NY","10451","NY - Bronx","27","23816.22222","20406.66667","19165.85185","292","HF","11.6","26.0","40.817681","-73.924072"
"172","292 - HEART FAILURE & SHOCK W CC","330084","ALICE HYDE MEDICAL CENTER","133 PARK STREET","MALONE","NY","12953","VT - Burlington","25","8656.32","6813.76","6236.48","292","HF","11.6","23.5","44.856658","-74.29193"
"173","292 - HEART FAILURE & SHOCK W CC","330085","AURELIA OSBORN FOX MEMORIAL HOSPITAL","ONE NORTON AVENUE","ONEONTA","NY","13820","NY - Binghamton","42","11995.09524","5848.214286","4878.571429","292","HF","13.1","23.0",NA,NA
"174","292 - HEART FAILURE & SHOCK W CC","330086","MONTEFIORE MOUNT VERNON HOSPITAL","12 NORTH 7TH AVENUE","MOUNT VERNON","NY","10550","NY - White Plains","20","23794.1","10639.9","8125.25","292","HF","13.2","23.0","40.912754","-73.840011"
"175","292 - HEART FAILURE & SHOCK W CC","330088","EASTERN LONG ISLAND HOSPITAL","201 MANOR PLACE","GREENPORT","NY","11944","NY - East Long Island","26","24688.23077","9318.807692","8579.115385","292","HF","12.4","21.3","41.110565","-72.362398"
"176","292 - HEART FAILURE & SHOCK W CC","330090","ARNOT OGDEN MEDICAL CENTER","600 ROE AVENUE","ELMIRA","NY","14905","NY - Elmira","79","16374.26582","6436.405063","5523.822785","292","HF","12.6","21.0","42.099256","-76.826668"
"177","292 - HEART FAILURE & SHOCK W CC","330094","COLUMBIA MEMORIAL HOSPITAL","71 PROSPECT AVENUE","HUDSON","NY","12534","NY - Albany","74","17693.09459","6703.675676","5972.013514","292","HF","10.9","23.7","42.246254","-73.776128"
"178","292 - HEART FAILURE & SHOCK W CC","330096","JONES MEMORIAL HOSPITAL","191 NORTH MAIN STREET","WELLSVILLE","NY","14895","NY - Rochester","21","9467.380952","6404.285714","5598.190476","292","HF","14.7","21.5","42.122929","-77.949869"
"179","292 - HEART FAILURE & SHOCK W CC","330101","NEW YORK-PRESBYTERIAN HOSPITAL","525 EAST 68TH STREET","NEW YORK","NY","10021","NY - Manhattan","422","57362.38389","14351.82701","11477.0237","292","HF","8.7","21.6","40.7642","-73.954457"
"180","292 - HEART FAILURE & SHOCK W CC","330102","KENMORE MERCY HOSPITAL","2950 ELMWOOD AVENUE","KENMORE","NY","14217","NY - Buffalo","47","14058.48936","5567.06383","4718.723404","292","HF","15.0","20.4","42.9779","-78.878678"
"181","292 - HEART FAILURE & SHOCK W CC","330103","OLEAN GENERAL HOSPITAL","515 MAIN STREET","OLEAN","NY","14760","NY - Buffalo","32","8915.0625","5631.75","5049.3125","292","HF","12.2","22.4","42.089448","-78.426977"
"182","292 - HEART FAILURE & SHOCK W CC","330104","NYACK HOSPITAL","160 NORTH MIDLAND AVENUE","NYACK","NY","10960","NJ - Hackensack","60","34469","7812.883333","7115.416667","292","HF","12.0","24.0","41.095841","-73.925034"
"183","292 - HEART FAILURE & SHOCK W CC","330106","NORTH SHORE UNIVERSITY HOSPITAL","300 COMMUNITY DRIVE","MANHASSET","NY","11030","NY - East Long Island","256","52995.90625","10094.12891","8313.1875","292","HF","10.8","21.6","40.779269","-73.703029"
"184","292 - HEART FAILURE & SHOCK W CC","330107","PECONIC BAY MEDICAL CENTER","1300 ROANOKE AVENUE","RIVERHEAD","NY","11901","NY - East Long Island","52","26817.09615","8072.480769","6952.192308","292","HF","13.7","21.5","40.933577","-72.674317"
"185","292 - HEART FAILURE & SHOCK W CC","330115","ONEIDA HEALTHCARE CENTER","321 GENESEE STREET","ONEIDA","NY","13421","NY - Syracuse","17","17062.17647","7068.882353","5643.647059","292","HF","15.2","21.2","43.078797","-75.654641"
"186","292 - HEART FAILURE & SHOCK W CC","330119","LENOX HILL HOSPITAL","100 EAST 77TH STREET","NEW YORK","NY","10021","NY - Manhattan","65","60239.26154","10624.21538","8376.230769","292","HF","9.2","24.9","40.773964","-73.96061"
"187","292 - HEART FAILURE & SHOCK W CC","330125","ROCHESTER GENERAL HOSPITAL","1425 PORTLAND AVENUE","ROCHESTER","NY","14621","NY - Rochester","145","14355.58621","7210.2","6078.144828","292","HF","10.6","25.7","43.192542","-77.584424"
"188","292 - HEART FAILURE & SHOCK W CC","330126","ORANGE REGIONAL MEDICAL CENTER","707 EAST MAIN STREET","MIDDLETOWN","NY","10940","NY - White Plains","162","41396.11728","7502.006173","6667.271605","292","HF","12.1","26.0","41.439962","-74.369415"
